年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,人数,検挙人員数_1万人あたり,日本人_検挙人員数_1万人あたり,対日本人倍率
2021,外国人,永住者等,計,凶悪犯,不同意性交等,31.0,1059487.0,0.2925944348538491,0.10558880429999667,2.7710744220811137
2021,外国人,永住者等,計,凶悪犯,強盗,44.0,1059487.0,0.4152953268893342,0.12160097132989219,3.415230341891566
2021,外国人,永住者等,計,凶悪犯,放火,6.0,1059487.0,0.05663118093945466,0.04721301821386333,1.1994823267372863
2021,外国人,永住者等,計,凶悪犯,殺人,12.0,1059487.0,0.11326236187890933,0.07017904063959918,1.6139058164183564
2022,外国人,来日外国人,計,凶悪犯,不同意性交等,46.0,1767288.2555508164,0.26028577882255566,0.11640856997809645,2.235967496822023
2022,外国人,来日外国人,計,凶悪犯,強盗,99.0,1767288.2555508164,0.5601802631181089,0.10869087473092984,5.15388494668817
2022,外国人,来日外国人,計,凶悪犯,放火,7.0,1767288.2555508164,0.039608705472997593,0.04731682205108103,0.8370956407477638
2022,外国人,来日外国人,計,凶悪犯,殺人,44.0,1767288.2555508164,0.2489690058302706,0.06642730552025551,3.7479919421743384
2022,外国人,永住者等,計,凶悪犯,不同意性交等,24.0,1080070.0,0.22220781986352736,0.11640856997809645,1.9088613484843786
2022,外国人,永住者等,計,凶悪犯,強盗,40.0,1080070.0,0.37034636643921226,0.10869087473092984,3.4073363321072243
2022,外国人,永住者等,計,凶悪犯,放火,10.0,1080070.0,0.09258659160980307,0.04731682205108103,1.9567373208169159
2022,外国人,永住者等,計,凶悪犯,殺人,18.0,1080070.0,0.16665586489764553,0.06642730552025551,2.5088457764830996
2023,外国人,来日外国人,計,凶悪犯,不同意性交等,77.0,2325150.176684663,0.3311614052808888,0.16201395812562314,2.044030089210655
2023,外国人,来日外国人,計,凶悪犯,強盗,107.0,2325150.176684663,0.4601853294163001,0.13385768620065727,3.4378700430131928
2023,外国人,来日外国人,計,凶悪犯,放火,5.0,2325150.176684663,0.021503987355901873,0.051789077212806026,0.4152224467630507
2023,外国人,来日外国人,計,凶悪犯,殺人,56.0,2325150.176684663,0.24084465838610097,0.06766736826557365,3.559243761939427
2023,外国人,永住者等,計,凶悪犯,不同意性交等,40.0,1107466.0,0.36118490319341634,0.16201395812562314,2.229344356326133
2023,外国人,永住者等,計,凶悪犯,強盗,44.0,1107466.0,0.39730339351275795,0.13385768620065727,2.9681029516466206
2023,外国人,永住者等,計,凶悪犯,放火,10.0,1107466.0,0.09029622579835409,0.051789077212806026,1.7435380326882188
2023,外国人,永住者等,計,凶悪犯,殺人,19.0,1107466.0,0.17156282901687275,0.06766736826557365,2.535384978229703
2024,外国人,来日外国人,計,凶悪犯,不同意性交等,107.0,2797847.7111801147,0.3824368266093656,0.2709114105018606,1.4116674742525808
2024,外国人,来日外国人,計,凶悪犯,強盗,114.0,2797847.7111801147,0.4074560582567073,0.1492796094169499,2.7294823442272675
2024,外国人,来日外国人,計,凶悪犯,放火,12.0,2797847.7111801147,0.04289011139544287,0.045275605590721905,0.9473117109278847
2024,外国人,来日外国人,計,凶悪犯,殺人,69.0,2797847.7111801147,0.24661814052379655,0.07709841853665965,3.1987444775735794
2024,外国人,永住者等,計,凶悪犯,不同意性交等,55.0,1124845.0,0.488956256195298,0.2709114105018606,1.8048566329838658
2024,外国人,永住者等,計,凶悪犯,強盗,54.0,1124845.0,0.48006614244629264,0.1492796094169499,3.215885574200757
2024,外国人,永住者等,計,凶悪犯,放火,11.0,1124845.0,0.09779125123905962,0.045275605590721905,2.159910396849545
2024,外国人,永住者等,計,凶悪犯,殺人,22.0,1124845.0,0.19558250247811923,0.07709841853665965,2.53679006898334
2013,外国人,来日外国人,その他,計,計,1488.0,316426.3694959809,47.02515793390285,22.77408195187602,2.064854163310374
2013,外国人,来日外国人,定住者,計,計,1227.0,128076.29431598606,95.80227211858438,22.77408195187602,4.206635961046616
2013,外国人,来日外国人,技能実習,計,計,411.0,162066.45204609327,25.359967766993975,22.77408195187602,1.1135451176728965
2013,外国人,来日外国人,日本人の配偶者等,計,計,1008.0,160736.83775652855,62.71120012494203,22.77408195187602,2.7536214306006825
2013,外国人,来日外国人,留学,計,計,1130.0,183208.6900499986,61.678297011545524,22.77408195187602,2.7082671056457124
2013,外国人,来日外国人,短期滞在,計,計,356.0,176756.5672508398,20.140694376282564,22.77408195187602,0.8843691007541785
2014,外国人,来日外国人,その他,計,計,1411.0,324081.49008686177,43.538432251154404,21.77102939047343,1.9998334240550866
2014,外国人,来日外国人,定住者,計,計,1198.0,124663.55957668621,96.09865176864741,21.77102939047343,4.4140610002896
2014,外国人,来日外国人,技能実習,計,計,507.0,168718.91462867628,30.049979939464823,21.77102939047343,1.380273729850096
2014,外国人,来日外国人,日本人の配偶者等,計,計,977.0,150987.7644972573,64.70722997013094,21.77102939047343,2.972171357154363
2014,外国人,来日外国人,留学,計,計,1274.0,201149.45342117772,63.33599114149364,21.77102939047343,2.90918679156293
2014,外国人,来日外国人,短期滞在,計,計,420.0,215527.85797172054,19.48704004913872,21.77102939047343,0.895090429562594
2015,外国人,来日外国人,その他,計,計,1426.0,347173.63113168126,41.074548068402265,20.62463469818308,1.9915285128429796
2015,外国人,来日外国人,定住者,計,計,1207.0,123999.85459804816,97.33882381657236,20.62463469818308,4.719541715090226
2015,外国人,来日外国人,技能実習,計,計,604.0,187426.25276494006,32.22600842142986,20.62463469818308,1.5625008099788937
2015,外国人,来日外国人,日本人の配偶者等,計,計,928.0,143728.68433623627,64.56609578565777,20.62463469818308,3.130532818181051
2015,外国人,来日外国人,留学,計,計,1548.0,230110.47835461277,67.27203433189374,20.62463469818308,3.2617321623553432
2015,外国人,来日外国人,短期滞在,計,計,474.0,287578.13470242533,16.482477031519686,20.62463469818308,0.7991645560137705
2016,外国人,来日外国人,その他,計,計,1411.0,395446.12350258953,35.681219669125426,19.50336684691063,1.8294902592563087
2016,外国人,来日外国人,定住者,計,計,1087.0,127513.064976363,85.24616675173608,19.50336684691063,4.370843630275007
2016,外国人,来日外国人,技能実習,計,計,678.0,217182.47075022984,31.21798907885767,19.50336684691063,1.600646151195308
2016,外国人,来日外国人,日本人の配偶者等,計,計,889.0,140909.37666140264,63.09019463880089,19.50336684691063,3.2348360738953383
2016,外国人,来日外国人,留学,計,計,1506.0,261812.4145212727,57.522100422691565,19.50336684691063,2.9493420738175353
2016,外国人,来日外国人,短期滞在,計,計,526.0,336615.56163733994,15.62613437838318,19.50336684691063,0.801201889962829
2017,外国人,来日外国人,その他,計,計,1522.0,450554.5248638889,33.78059515570932,18.524313792806147,1.8235814580526
2017,外国人,来日外国人,定住者,計,計,1093.0,133886.45127148172,81.63634106514053,18.524313792806147,4.406983274967179
2017,外国人,来日外国人,技能実習,計,計,736.0,258517.21794259606,28.47005726958695,18.524313792806147,1.5369021270112146
2017,外国人,来日外国人,日本人の配偶者等,計,計,731.0,140881.85438844457,51.887448754362666,18.524313792806147,2.8010456600294136
2017,外国人,来日外国人,留学,計,計,1403.0,295307.7290942328,47.50976225049302,18.524313792806147,2.5647245442874795
2017,外国人,来日外国人,短期滞在,計,計,628.0,385075.9074642497,16.308472896562694,18.524313792806147,0.880382025427362
2018,外国人,来日外国人,その他,計,計,1530.0,510035.90483680693,29.997888099457327,17.8057826086707,1.6847273022894014
2018,外国人,来日外国人,定住者,計,計,977.0,143087.13763271726,68.28007158182234,17.8057826086707,3.8347133109764404
2018,外国人,来日外国人,技能実習,計,計,687.0,292690.0,23.471932761624927,17.8057826086707,1.318219663661121
2018,外国人,来日外国人,日本人の配偶者等,計,計,681.0,143331.2636707643,47.5123139613333,17.8057826086707,2.6683642615178687
2018,外国人,来日外国人,留学,計,計,1248.0,328276.14015636325,38.01677451811019,17.8057826086707,2.135080235091579
2018,外国人,来日外国人,短期滞在,計,計,721.0,425964.33917846833,16.926299544007584,17.8057826086707,0.9506068851904974
2019,外国人,来日外国人,その他,計,計,1454.0,570734.757151948,25.47593223962174,16.669173471121912,1.528326061502502
2019,外国人,来日外国人,定住者,計,計,932.0,152552.55615993528,61.09369934272987,16.669173471121912,3.6650707036296732
2019,外国人,来日外国人,技能実習,計,計,714.0,377075.0,18.935225087847247,16.669173471121912,1.1359426501050636
2019,外国人,来日外国人,日本人の配偶者等,計,計,678.0,144142.70343325468,47.036720128809584,16.669173471121912,2.8217787888701955
2019,外国人,来日外国人,留学,計,計,1097.0,341458.67221616936,32.12687476584327,16.669173471121912,1.9273226006976687
2019,外国人,来日外国人,短期滞在,計,計,688.0,461721.58907295094,14.900754400100135,16.669173471121912,0.8939108124295767
2020,外国人,来日外国人,その他,計,計,1657.0,627711.1621957714,26.397491390844706,15.782147374033924,1.6726172152134386
2020,外国人,来日外国人,定住者,計,計,926.0,158212.93283239022,58.5287171802193,15.782147374033924,3.7085395157642185
2020,外国人,来日外国人,技能実習,計,計,1076.0,414849.0,25.93714821537475,15.782147374033924,1.6434486132127155
2020,外国人,来日外国人,日本人の配偶者等,計,計,613.0,144561.4216431667,42.4041208942397,15.782147374033924,2.686841016578417
2020,外国人,来日外国人,留学,計,計,952.0,285734.41782833164,33.317652358280434,15.782147374033924,2.111097531195112
2020,外国人,来日外国人,短期滞在,計,計,410.0,125506.4933951861,32.66763247930293,15.782147374033924,2.0699104947562703
2021,外国人,来日外国人,その他,計,計,1879.0,668368.0238751931,28.113253969056917,15.155470344747444,1.85499053012237
2021,外国人,来日外国人,定住者,計,計,957.0,155999.69072999308,61.34627546514768,15.155470344747444,4.047797532486938
2021,外国人,来日外国人,技能実習,計,計,1104.0,363290.0,30.38894547056071,15.155470344747444,2.0051469719706096
2021,外国人,来日外国人,日本人の配偶者等,計,計,603.0,141869.6493719279,42.503805618012414,15.155470344747444,2.8045190714086488
2021,外国人,来日外国人,留学,計,計,807.0,231385.84145292392,34.876809874479136,15.155470344747444,2.301268722192227
2021,外国人,来日外国人,短期滞在,計,計,223.0,57132.98784562337,39.03174127748384,15.155470344747444,2.5754226288998936
2022,外国人,来日外国人,その他,計,計,1845.0,762797.1257649938,24.18729617196298,14.7653291676953,1.6381142538211588
2022,外国人,来日外国人,定住者,計,計,902.0,158545.43971848226,56.89220715535032,14.7653291676953,3.853094401703104
2022,外国人,来日外国人,技能実習,計,計,810.0,333781.99999999994,24.267336165521215,14.7653291676953,1.6435350604045538
2022,外国人,来日外国人,日本人の配偶者等,計,計,570.0,144026.14448515582,39.576147930471585,14.7653291676953,2.680343084870689
2022,外国人,来日外国人,留学,計,計,627.0,262988.2937756695,23.841365370233344,14.7653291676953,1.6146856666355451
2022,外国人,来日外国人,短期滞在,計,計,260.0,105149.25180651492,24.72675701757972,14.7653291676953,1.6746499002324162
2023,外国人,来日外国人,その他,計,計,1914.0,897160.3308953758,21.3339793801383,16.020734094014255,1.3316480540120321
2023,外国人,来日外国人,定住者,計,計,1005.0,166257.377192097,60.44844547492191,16.020734094014255,3.7731383044118405
2023,外国人,来日外国人,技能実習,計,計,933.0,369072.0,25.27962023670178,16.020734094014255,1.5779314535996747
2023,外国人,来日外国人,日本人の配偶者等,計,計,605.0,147358.83509907656,41.05624203619884,16.020734094014255,2.5626941808826644
2023,外国人,来日外国人,留学,計,計,745.0,308131.9945344474,24.1779501387258,16.020734094014255,1.50916618407388
2023,外国人,来日外国人,短期滞在,計,計,533.0,437169.63896366645,12.192063503392058,16.020734094014255,0.7610177805739449
2024,外国人,来日外国人,その他,計,計,2131.0,1083458.5153049843,19.66849648507439,16.826381928574808,1.1689082399629276
2024,外国人,来日外国人,定住者,計,計,1099.0,173227.73400397028,63.44249702965066,16.826381928574808,3.7704182217516222
2024,外国人,来日外国人,技能実習,計,計,986.0,437516.0,22.536318671774293,16.826381928574808,1.3393442967975657
2024,外国人,来日外国人,日本人の配偶者等,計,計,599.0,150546.8599808266,39.78827589471396,16.826381928574808,2.364636441964088
2024,外国人,来日外国人,留学,計,計,874.0,370736.2134247088,23.57471345802308,16.826381928574808,1.401056600170721
2024,外国人,来日外国人,短期滞在,計,計,679.0,582362.3884656249,11.659406813496153,16.826381928574808,0.6929241748456915
2013,外国人,来日外国人,その他,その他の刑法犯,計,278.0,316426.3694959809,8.785614183887763,4.200930150228165,2.0913497415353577
2013,外国人,来日外国人,その他,凶悪犯,計,34.0,316426.3694959809,1.0744995764467047,0.39756607851401843,2.7026943054670522
2013,外国人,来日外国人,その他,知能犯,計,115.0,316426.3694959809,3.634336802687384,1.146957345199151,3.168676514344427
2013,外国人,来日外国人,その他,窃盗犯,計,774.0,316426.3694959809,24.460666828522047,12.093855247857316,2.0225698362691893
2013,外国人,来日外国人,その他,粗暴犯,計,256.0,316426.3694959809,8.090349752069306,4.4286402347613185,1.8268247866617089
2013,外国人,来日外国人,その他,風俗犯,計,31.0,316426.3694959809,0.9796907902896427,0.5061328953160503,1.935639432560263
2013,外国人,来日外国人,定住者,その他の刑法犯,計,222.0,128076.29431598606,17.333418427323338,4.200930150228165,4.126090605525043
2013,外国人,来日外国人,定住者,凶悪犯,計,30.0,128076.29431598606,2.342353841530181,0.39756607851401843,5.8917346527278935
2013,外国人,来日外国人,定住者,知能犯,計,87.0,128076.29431598606,6.792826140437524,1.146957345199151,5.922474945446255
2013,外国人,来日外国人,定住者,窃盗犯,計,587.0,128076.29431598606,45.83205683260721,12.093855247857316,3.7896978170569167
2013,外国人,来日外国人,定住者,粗暴犯,計,287.0,128076.29431598606,22.408518417305398,4.4286402347613185,5.059909414500702
2013,外国人,来日外国人,定住者,風俗犯,計,14.0,128076.29431598606,1.0930984593807511,0.5061328953160503,2.159706412084074
2013,外国人,来日外国人,技能実習,その他の刑法犯,計,51.0,162066.45204609327,3.146857314152537,4.200930150228165,0.7490858456624474
2013,外国人,来日外国人,技能実習,凶悪犯,計,15.0,162066.45204609327,0.9255462688683932,0.39756607851401843,2.328031285586046
2013,外国人,来日外国人,技能実習,知能犯,計,27.0,162066.45204609327,1.6659832839631077,1.146957345199151,1.452524185782895
2013,外国人,来日外国人,技能実習,窃盗犯,計,292.0,162066.45204609327,18.017300700638057,12.093855247857316,1.4897896767724423
2013,外国人,来日外国人,技能実習,粗暴犯,計,22.0,162066.45204609327,1.3574678610069768,4.4286402347613185,0.30652023850389315
2013,外国人,来日外国人,技能実習,風俗犯,計,4.0,162066.45204609327,0.24681233836490488,0.5061328953160503,0.48764334555015443
2013,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,124.0,160736.83775652855,7.7144730312428695,4.200930150228165,1.8363726021066726
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,17.0,160736.83775652855,1.0576293671865225,0.39756607851401843,2.660260581434967
2013,外国人,来日外国人,日本人の配偶者等,知能犯,計,175.0,160736.83775652855,10.887361132802436,1.146957345199151,9.492385378038637
2013,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,397.0,160736.83775652855,24.69875639841467,12.093855247857316,2.042256657800711
