年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,人数,検挙人員数_1万人あたり,日本人_検挙人員数_1万人あたり,対日本人倍率
2013,外国人,来日外国人,短期滞在,凶悪犯,計,13.0,176756.5672508398,0.7354747946395318,0.39756607851401843,1.8499435298617875
2013,外国人,来日外国人,短期滞在,知能犯,計,24.0,176756.5672508398,1.3577996208729817,1.146957345199151,1.1838274775922213
2013,外国人,来日外国人,短期滞在,窃盗犯,計,183.0,176756.5672508398,10.353222109156487,12.093855247857316,0.8560729310027735
2013,外国人,来日外国人,短期滞在,粗暴犯,計,57.0,176756.5672508398,3.2247740995733314,4.4286402347613185,0.7281634832880325
2013,外国人,来日外国人,短期滞在,風俗犯,計,7.0,176756.5672508398,0.39602488942128633,0.5061328953160503,0.7824523817484575
2014,外国人,来日外国人,その他,その他の刑法犯,計,238.0,324081.49008686177,7.343831945977851,3.7957868828724486,1.9347324211259278
2014,外国人,来日外国人,その他,凶悪犯,計,27.0,324081.49008686177,0.8331237921907647,0.39208411756189376,2.124859832046752
2014,外国人,来日外国人,その他,知能犯,計,92.0,324081.49008686177,2.8387921807981615,1.1215976545533517,2.5310254254487004
2014,外国人,来日外国人,その他,窃盗犯,計,747.0,324081.49008686177,23.049758250611156,11.423646300854205,2.0177233821470475
2014,外国人,来日外国人,その他,粗暴犯,計,266.0,324081.49008686177,8.207812174916423,4.543398002026929,1.8065360268360164
2014,外国人,来日外国人,その他,風俗犯,計,41.0,324081.49008686177,1.2651139066600503,0.49451643260460404,2.5582848683040345
2014,外国人,来日外国人,定住者,その他の刑法犯,計,205.0,124663.55957668621,16.444260110661705,3.7957868828724486,4.332240090944613
2014,外国人,来日外国人,定住者,凶悪犯,計,28.0,124663.55957668621,2.2460452834074522,0.39208411756189376,5.72847810662184
2014,外国人,来日外国人,定住者,知能犯,計,73.0,124663.55957668621,5.855760917455144,1.1215976545533517,5.220910451874166
2014,外国人,来日外国人,定住者,窃盗犯,計,537.0,124663.55957668621,43.075939899635785,11.423646300854205,3.7707697494463543
2014,外国人,来日外国人,定住者,粗暴犯,計,327.0,124663.55957668621,26.23060027407989,4.543398002026929,5.773344149550124
2014,外国人,来日外国人,定住者,風俗犯,計,28.0,124663.55957668621,2.2460452834074522,0.49451643260460404,4.541902220675651
2014,外国人,来日外国人,技能実習,その他の刑法犯,計,63.0,168718.91462867628,3.7340211759098296,3.7957868828724486,0.983727825384159
2014,外国人,来日外国人,技能実習,凶悪犯,計,10.0,168718.91462867628,0.5927017739539412,0.39208411756189376,1.5116699386844668
2014,外国人,来日外国人,技能実習,知能犯,計,25.0,168718.91462867628,1.481754434884853,1.1215976545533517,1.3211104970390872
2014,外国人,来日外国人,技能実習,窃盗犯,計,367.0,168718.91462867628,21.752155104109644,11.423646300854205,1.904134155701505
2014,外国人,来日外国人,技能実習,粗暴犯,計,37.0,168718.91462867628,2.1929965636295825,4.543398002026929,0.48267762644858087
2014,外国人,来日外国人,技能実習,風俗犯,計,5.0,168718.91462867628,0.2963508869769706,0.49451643260460404,0.5992740937163582
2014,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,113.0,150987.7644972573,7.484050139841143,3.7957868828724486,1.971672902293612
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,22.0,150987.7644972573,1.4570717086416385,0.39208411756189376,3.716222217064499
2014,外国人,来日外国人,日本人の配偶者等,知能犯,計,163.0,150987.7644972573,10.795576750390321,1.1215976545533517,9.625177715523478
2014,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,380.0,150987.7644972573,25.167602240173753,11.423646300854205,2.203114625344435
2014,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,280.0,150987.7644972573,18.544549019075397,4.543398002026929,4.081647482963674
2014,外国人,来日外国人,日本人の配偶者等,風俗犯,計,19.0,150987.7644972573,1.2583801120086877,0.49451643260460404,2.544667940316635
2014,外国人,来日外国人,留学,その他の刑法犯,計,279.0,201149.45342117772,13.870283774314542,3.7957868828724486,3.6541260619506257
2014,外国人,来日外国人,留学,凶悪犯,計,30.0,201149.45342117772,1.4914283628295206,0.39208411756189376,3.8038479398342018
2014,外国人,来日外国人,留学,知能犯,計,78.0,201149.45342117772,3.8777137433567535,1.1215976545533517,3.457312635787346
2014,外国人,来日外国人,留学,窃盗犯,計,748.0,201149.45342117772,37.18628051321605,11.423646300854205,3.255202370055473
2014,外国人,来日外国人,留学,粗暴犯,計,120.0,201149.45342117772,5.9657134513180825,4.543398002026929,1.3130510355149652
2014,外国人,来日外国人,留学,風俗犯,計,19.0,201149.45342117772,0.9445712964586963,0.49451643260460404,1.9100908163631005
2014,外国人,来日外国人,短期滞在,その他の刑法犯,計,88.0,215527.85797172054,4.082998867438588,3.7957868828724486,1.075665993225835
2014,外国人,来日外国人,短期滞在,凶悪犯,計,14.0,215527.85797172054,0.6495680016379572,0.39208411756189376,1.656705723448279
2014,外国人,来日外国人,短期滞在,知能犯,計,23.0,215527.85797172054,1.0671474312623586,1.1215976545533517,0.9514529804248952
2014,外国人,来日外国人,短期滞在,窃盗犯,計,233.0,215527.85797172054,10.81066745583172,11.423646300854205,0.946341226883342
2014,外国人,来日外国人,短期滞在,粗暴犯,計,52.0,215527.85797172054,2.4126811489409845,4.543398002026929,0.5310301117939974
2014,外国人,来日外国人,短期滞在,風俗犯,計,10.0,215527.85797172054,0.4639771440271123,0.49451643260460404,0.9382441379821452
2015,外国人,来日外国人,その他,その他の刑法犯,計,266.0,347173.63113168126,7.661872220333101,3.4248371753961386,2.2371493381862395
2015,外国人,来日外国人,その他,凶悪犯,計,37.0,347173.63113168126,1.0657491434297923,0.3746254422443497,2.8448392000419895
2015,外国人,来日外国人,その他,知能犯,計,80.0,347173.63113168126,2.3043224722806324,1.1099645065966541,2.076032574542486
2015,外国人,来日外国人,その他,窃盗犯,計,669.0,347173.63113168126,19.269896674446784,10.705416604439092,1.8000137114193535
2015,外国人,来日外国人,その他,粗暴犯,計,320.0,347173.63113168126,9.21728988912253,4.505171311832159,2.0459354930443365
2015,外国人,来日外国人,その他,風俗犯,計,54.0,347173.63113168126,1.5554176687894268,0.5046196576746895,3.0823564740954854
2015,外国人,来日外国人,定住者,その他の刑法犯,計,191.0,123999.85459804816,15.403243868239702,3.4248371753961386,4.497511291601203
2015,外国人,来日外国人,定住者,凶悪犯,計,38.0,123999.85459804816,3.0645197224770087,0.3746254422443497,8.180223169354775
2015,外国人,来日外国人,定住者,知能犯,計,63.0,123999.85459804816,5.080651118843463,1.1099645065966541,4.577309534357662
2015,外国人,来日外国人,定住者,窃盗犯,計,532.0,123999.85459804816,42.90327611467812,10.705416604439092,4.007623215418624
2015,外国人,来日外国人,定住者,粗暴犯,計,371.0,123999.85459804816,29.919389922078167,4.505171311832159,6.641121469343322
2015,外国人,来日外国人,定住者,風俗犯,計,12.0,123999.85459804816,0.9677430702558976,0.5046196576746895,1.9177672838099529
2015,外国人,来日外国人,技能実習,その他の刑法犯,計,83.0,187426.25276494006,4.4284084420176795,3.4248371753961386,1.2930274390359773
2015,外国人,来日外国人,技能実習,凶悪犯,計,15.0,187426.25276494006,0.8003147786778939,0.3746254422443497,2.136306530286024
2015,外国人,来日外国人,技能実習,知能犯,計,42.0,187426.25276494006,2.240881380298103,1.1099645065966541,2.0188766099999347
2015,外国人,来日外国人,技能実習,窃盗犯,計,428.0,187426.25276494006,22.83564835160924,10.705416604439092,2.1330929187884426
2015,外国人,来日外国人,技能実習,粗暴犯,計,34.0,187426.25276494006,1.8140468316698928,4.505171311832159,0.40265879055599285
2015,外国人,来日外国人,技能実習,風俗犯,計,2.0,187426.25276494006,0.1067086371570525,0.5046196576746895,0.21146349638611145
2015,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,117.0,143728.68433623627,8.140337507459007,3.4248371753961386,2.3768538737954583
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,22.0,143728.68433623627,1.5306617535393003,0.3746254422443497,4.085845703295627
2015,外国人,来日外国人,日本人の配偶者等,知能犯,計,148.0,143728.68433623627,10.297179069264386,1.1099645065966541,9.277034543057006
2015,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,349.0,143728.68433623627,24.281861453873447,10.705416604439092,2.2681846350383754
2015,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,274.0,143728.68433623627,19.06369638498947,4.505171311832159,4.23151420122949
2015,外国人,来日外国人,日本人の配偶者等,風俗犯,計,18.0,143728.68433623627,1.2523596165321549,0.5046196576746895,2.481789200014691
2015,外国人,来日外国人,留学,その他の刑法犯,計,323.0,230110.47835461277,14.036735845737516,3.4248371753961386,4.098511878630825
2015,外国人,来日外国人,留学,凶悪犯,計,38.0,230110.47835461277,1.6513806877338255,0.3746254422443497,4.408084720142183
2015,外国人,来日外国人,留学,知能犯,計,72.0,230110.47835461277,3.1289318293904063,1.1099645065966541,2.818947642735226
2015,外国人,来日外国人,留学,窃盗犯,計,917.0,230110.47835461277,39.85042343820837,10.705416604439092,3.7224542407517376
2015,外国人,来日外国人,留学,粗暴犯,計,178.0,230110.47835461277,7.735414800437393,4.505171311832159,1.7170079149091362
2015,外国人,来日外国人,留学,風俗犯,計,20.0,230110.47835461277,0.8691477303862238,0.5046196576746895,1.722381831875707
2015,外国人,来日外国人,短期滞在,その他の刑法犯,計,85.0,287578.13470242533,2.955718455019353,3.4248371753961386,0.8630245187283905
2015,外国人,来日外国人,短期滞在,凶悪犯,計,17.0,287578.13470242533,0.5911436910038705,0.3746254422443497,1.577959274368495
2015,外国人,来日外国人,短期滞在,知能犯,計,24.0,287578.13470242533,0.8345557990642879,1.1099645065966541,0.7518761132490465
2015,外国人,来日外国人,短期滞在,窃盗犯,計,273.0,287578.13470242533,9.493072214356275,10.705416604439092,0.886754113839894
2015,外国人,来日外国人,短期滞在,粗暴犯,計,61.0,287578.13470242533,2.121162655955065,4.505171311832159,0.4708284123145658
2015,外国人,来日外国人,短期滞在,風俗犯,計,14.0,287578.13470242533,0.4868242161208346,0.5046196576746895,0.9647349418850285
2016,外国人,来日外国人,その他,その他の刑法犯,計,243.0,395446.12350258953,6.144958454711183,3.0651688372835717,2.00476997546308
2016,外国人,来日外国人,その他,凶悪犯,計,42.0,395446.12350258953,1.0620915847648957,0.3591768606247953,2.9570156131922483
2016,外国人,来日外国人,その他,知能犯,計,77.0,395446.12350258953,1.9471679054023088,1.1012284759775581,1.7681779466098642
2016,外国人,来日外国人,その他,窃盗犯,計,682.0,395446.12350258953,17.24634430499188,9.978712866962804,1.7283135144704396
2016,外国人,来日外国人,その他,粗暴犯,計,319.0,395446.12350258953,8.066838465238137,4.4931930819434225,1.795346498163177
2016,外国人,来日外国人,その他,風俗犯,計,48.0,395446.12350258953,1.2138189540170237,0.505886724118479,2.3993888278687985
2016,外国人,来日外国人,定住者,その他の刑法犯,計,155.0,127513.064976363,12.155617154111402,3.0651688372835717,3.965725152316246
2016,外国人,来日外国人,定住者,凶悪犯,計,34.0,127513.064976363,2.666393440256695,0.3591768606247953,7.423622545223126
2016,外国人,来日外国人,定住者,知能犯,計,59.0,127513.064976363,4.626976852210147,1.1012284759775581,4.201650205333448
2016,外国人,来日外国人,定住者,窃盗犯,計,472.0,127513.064976363,37.015814817681175,9.978712866962804,3.709477896716712
2016,外国人,来日外国人,定住者,粗暴犯,計,346.0,127513.064976363,27.134474421435776,4.4931930819434225,6.039018116198873
2016,外国人,来日外国人,定住者,風俗犯,計,21.0,127513.064976363,1.6468900660408998,0.505886724118479,3.2554522337202054
2016,外国人,来日外国人,技能実習,その他の刑法犯,計,98.0,217182.47075022984,4.512334704613645,3.0651688372835717,1.4721325134613423
2016,外国人,来日外国人,技能実習,凶悪犯,計,21.0,217182.47075022984,0.9669288652743526,0.3591768606247953,2.6920689255771113
2016,外国人,来日外国人,技能実習,知能犯,計,50.0,217182.47075022984,2.3022115839865536,1.1012284759775581,2.0905848642743146
2016,外国人,来日外国人,技能実習,窃盗犯,計,463.0,217182.47075022984,21.318479267715485,9.978712866962804,2.136395700721684
2016,外国人,来日外国人,技能実習,粗暴犯,計,39.0,217182.47075022984,1.7957250355095118,4.4931930819434225,0.3996545447214154
2016,外国人,来日外国人,技能実習,風俗犯,計,7.0,217182.47075022984,0.3223096217581175,0.505886724118479,0.6371181657707079
2016,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,91.0,140909.37666140264,6.4580514197197765,3.0651688372835717,2.1069153976663357
2016,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,23.0,140909.37666140264,1.6322547544346688,0.3591768606247953,4.5444318200101455
2016,外国人,来日外国人,日本人の配偶者等,知能犯,計,126.0,140909.37666140264,8.941917350381228,1.1012284759775581,8.119947445459497
2016,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,333.0,140909.37666140264,23.632210140293246,9.978712866962804,2.368262365633748
2016,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,301.0,140909.37666140264,21.36124700368849,4.4931930819434225,4.754135113741695
2016,外国人,来日外国人,日本人の配偶者等,風俗犯,計,15.0,140909.37666140264,1.0645139702834796,0.505886724118479,2.1042536195003403
2016,外国人,来日外国人,留学,その他の刑法犯,計,406.0,261812.4145212727,15.507286036927473,3.0651688372835717,5.05919473286516
2016,外国人,来日外国人,留学,凶悪犯,計,28.0,261812.4145212727,1.0694680025467225,0.3591768606247953,2.977552620417589
2016,外国人,来日外国人,留学,知能犯,計,97.0,261812.4145212727,3.704942723108288,1.1012284759775581,3.364372429453768
2016,外国人,来日外国人,留学,窃盗犯,計,821.0,261812.4145212727,31.35832964610211,9.978712866962804,3.1425224940505347
2016,外国人,来日外国人,留学,粗暴犯,計,131.0,261812.4145212727,5.0035824404864515,4.4931930819434225,1.1135916817361147
2016,外国人,来日外国人,留学,風俗犯,計,23.0,261812.4145212727,0.878491573520522,0.505886724118479,1.7365381055439175
2016,外国人,来日外国人,短期滞在,その他の刑法犯,計,124.0,336615.56163733994,3.683727496044704,3.0651688372835717,1.201802475360318
2016,外国人,来日外国人,短期滞在,凶悪犯,計,13.0,336615.56163733994,0.38619723748855767,0.3591768606247953,1.0752286124912387
2016,外国人,来日外国人,短期滞在,知能犯,計,28.0,336615.56163733994,0.8318094345907396,1.1012284759775581,0.7553468265087717
2016,外国人,来日外国人,短期滞在,窃盗犯,計,259.0,336615.56163733994,7.694237269964342,9.978712866962804,0.7710651035403745
2016,外国人,来日外国人,短期滞在,粗暴犯,計,89.0,336615.56163733994,2.6439657028062795,4.4931930819434225,0.5884380338408907
2016,外国人,来日外国人,短期滞在,風俗犯,計,13.0,336615.56163733994,0.38619723748855767,0.505886724118479,0.7634065475062951
2017,外国人,来日外国人,その他,その他の刑法犯,計,287.0,450554.5248638889,6.369928258665292,2.789661633532124,2.2834053356499804
2017,外国人,来日外国人,その他,凶悪犯,計,48.0,450554.5248638889,1.0653538551077841,0.34525290965591654,3.0857201353336294
2017,外国人,来日外国人,その他,知能犯,計,131.0,450554.5248638889,2.9075282295649942,1.0505293915068348,2.767679089296644
2017,外国人,来日外国人,その他,窃盗犯,計,661.0,450554.5248638889,14.670810379713442,9.454492670876744,1.5517289917527612
2017,外国人,来日外国人,その他,粗暴犯,計,342.0,450554.5248638889,7.590646217642961,4.4089974591361205,1.721626353381986
2017,外国人,来日外国人,その他,風俗犯,計,53.0,450554.5248638889,1.1763282150148449,0.47537972809840895,2.474502267314461
2017,外国人,来日外国人,定住者,その他の刑法犯,計,163.0,133886.45127148172,12.17449551108683,2.789661633532124,4.364147739190907
2017,外国人,来日外国人,定住者,凶悪犯,計,25.0,133886.45127148172,1.8672539127433792,0.34525290965591654,5.408365463463605
2017,外国人,来日外国人,定住者,知能犯,計,60.0,133886.45127148172,4.48140939058411,1.0505293915068348,4.265858172855275
2017,外国人,来日外国人,定住者,窃盗犯,計,485.0,133886.45127148172,36.224725907221554,9.454492670876744,3.831482784772451
2017,外国人,来日外国人,定住者,粗暴犯,計,341.0,133886.45127148172,25.46934336981969,4.4089974591361205,5.776674540159531
2017,外国人,来日外国人,定住者,風俗犯,計,19.0,133886.45127148172,1.4191129736849681,0.47537972809840895,2.9852197933673685
2017,外国人,来日外国人,技能実習,その他の刑法犯,計,104.0,258517.21794259606,4.0229428750503295,2.789661633532124,1.4420899031961412
2017,外国人,来日外国人,技能実習,凶悪犯,計,21.0,258517.21794259606,0.812325003615932,0.34525290965591654,2.3528404276896766
2017,外国人,来日外国人,技能実習,知能犯,計,47.0,258517.21794259606,1.8180607223785143,1.0505293915068348,1.7306138572389347
2017,外国人,来日外国人,技能実習,窃盗犯,計,509.0,258517.21794259606,19.689210801929015,9.454492670876744,2.0825243074733035
2017,外国人,来日外国人,技能実習,粗暴犯,計,50.0,258517.21794259606,1.9341071514665045,4.4089974591361205,0.43867277524933407
2017,外国人,来日外国人,技能実習,風俗犯,計,5.0,258517.21794259606,0.19341071514665045,0.47537972809840895,0.4068552016728241
2017,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,87.0,140881.85438844457,6.175387197851643,2.789661633532124,2.2136688993470117
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,12.0,140881.85438844457,0.8517775445312613,0.34525290965591654,2.46711184962975
2017,外国人,来日外国人,日本人の配偶者等,知能犯,計,118.0,140881.85438844457,8.375812521224068,1.0505293915068348,7.972944487740755
2017,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,249.0,140881.85438844457,17.67438404902367,9.454492670876744,1.869416441927885
2017,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,248.0,140881.85438844457,17.6034025869794,4.4089974591361205,3.992608920765523
2017,外国人,来日外国人,日本人の配偶者等,風俗犯,計,17.0,140881.85438844457,1.20668485475262,0.47537972809840895,2.5383599329730417
2017,外国人,来日外国人,留学,その他の刑法犯,計,398.0,295307.7290942328,13.47746641175782,2.789661633532124,4.831219044545326
2017,外国人,来日外国人,留学,凶悪犯,計,23.0,295307.7290942328,0.7788485614834921,0.34525290965591654,2.25587834222658
2017,外国人,来日外国人,留学,知能犯,計,125.0,295307.7290942328,4.23287261675811,1.0505293915068348,4.029275764180817
2017,外国人,来日外国人,留学,窃盗犯,計,655.0,295307.7290942328,22.18025251181249,9.454492670876744,2.3460013439045424
2017,外国人,来日外国人,留学,粗暴犯,計,180.0,295307.7290942328,6.095336568131677,4.4089974591361205,1.3824767704279808
2017,外国人,来日外国人,留学,風俗犯,計,22.0,295307.7290942328,0.7449855805494273,0.47537972809840895,1.5671378826553726
2017,外国人,来日外国人,短期滞在,その他の刑法犯,計,97.0,385075.9074642497,2.518983870965894,2.789661633532124,0.9029711133018266
2017,外国人,来日外国人,短期滞在,凶悪犯,計,18.0,385075.9074642497,0.4674403059524339,0.34525290965591654,1.353906927006903
2017,外国人,来日外国人,短期滞在,知能犯,計,117.0,385075.9074642497,3.0383619886908204,1.0505293915068348,2.892219878144221
2017,外国人,来日外国人,短期滞在,窃盗犯,計,309.0,385075.9074642497,8.024391918850116,9.454492670876744,0.8487384990596211
2017,外国人,来日外国人,短期滞在,粗暴犯,計,72.0,385075.9074642497,1.8697612238097356,4.4089974591361205,0.42407854419042657
2017,外国人,来日外国人,短期滞在,風俗犯,計,15.0,385075.9074642497,0.3895335882936949,0.47537972809840895,0.8194156487317799
2018,外国人,来日外国人,その他,その他の刑法犯,計,294.0,510035.90483680693,5.7643000661702315,2.561291737443421,2.2505441226792557
2018,外国人,来日外国人,その他,凶悪犯,計,53.0,510035.90483680693,1.03914252893545,0.3566987961181756,2.9132212955133667
2018,外国人,来日外国人,その他,知能犯,計,99.0,510035.90483680693,1.94103981820018,1.0504765920821748,1.8477706527023114
2018,外国人,来日外国人,その他,窃盗犯,計,657.0,510035.90483680693,12.881446066237558,8.879501963871782,1.450694658174363
2018,外国人,来日外国人,その他,粗暴犯,計,363.0,510035.90483680693,7.117146000067327,4.466591953225151,1.5934175484573456
2018,外国人,来日外国人,その他,風俗犯,計,64.0,510035.90483680693,1.2548136198465811,0.49122156592999583,2.5544758350967944
2018,外国人,来日外国人,定住者,その他の刑法犯,計,124.0,143087.13763271726,8.666047979678577,2.561291737443421,3.383467745196679
2018,外国人,来日外国人,定住者,凶悪犯,計,36.0,143087.13763271726,2.5159494134550706,0.3566987961181756,7.0534283850555175
2018,外国人,来日外国人,定住者,知能犯,計,50.0,143087.13763271726,3.494374185354265,1.0504765920821748,3.3264655411578303
2018,外国人,来日外国人,定住者,窃盗犯,計,403.0,143087.13763271726,28.164655933955377,8.879501963871782,3.1718733830511567
2018,外国人,来日外国人,定住者,粗暴犯,計,347.0,143087.13763271726,24.2509568463586,4.466591953225151,5.429409514081074
2018,外国人,来日外国人,定住者,風俗犯,計,17.0,143087.13763271726,1.1880872230204502,0.49122156592999583,2.4186381572460625
2018,外国人,来日外国人,技能実習,その他の刑法犯,計,101.0,292690.0,3.4507499402097785,2.561291737443421,1.3472693835549474
2018,外国人,来日外国人,技能実習,凶悪犯,計,12.0,292690.0,0.4099900919061123,0.3566987961181756,1.1494013895417832
2018,外国人,来日外国人,技能実習,知能犯,計,26.0,292690.0,0.8883118657965765,1.0504765920821748,0.8456274727986393
2018,外国人,来日外国人,技能実習,窃盗犯,計,477.0,292690.0,16.29710615326796,8.879501963871782,1.835362638532695
2018,外国人,来日外国人,技能実習,粗暴犯,計,65.0,292690.0,2.2207796644914417,4.466591953225151,0.4971977936976992
2018,外国人,来日外国人,技能実習,風俗犯,計,6.0,292690.0,0.20499504595305615,0.49122156592999583,0.41731686915038674
2018,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,90.0,143331.2636707643,6.279160435418498,2.561291737443421,2.451560024820173
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,21.0,143331.2636707643,1.4651374349309831,0.3566987961181756,4.107491953647014
2018,外国人,来日外国人,日本人の配偶者等,知能犯,計,87.0,143331.2636707643,6.069855087571215,1.0504765920821748,5.778191663976072
2018,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,249.0,143331.2636707643,17.37234387132451,8.879501963871782,1.9564547586123338
2018,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,220.0,143331.2636707643,15.349058842134106,4.466591953225151,3.436413937711761
2018,外国人,来日外国人,日本人の配偶者等,風俗犯,計,14.0,143331.2636707643,0.9767582899539886,0.49122156592999583,1.9884271328860728
2018,外国人,来日外国人,留学,その他の刑法犯,計,353.0,328276.14015636325,10.753142151356489,2.561291737443421,4.198327739927762
2018,外国人,来日外国人,留学,凶悪犯,計,35.0,328276.14015636325,1.0661755674149491,0.3566987961181756,2.9890080342792107
2018,外国人,来日外国人,留学,知能犯,計,77.0,328276.14015636325,2.3455862483128884,1.0504765920821748,2.232878167864403
2018,外国人,来日外国人,留学,窃盗犯,計,556.0,328276.14015636325,16.936960442363194,8.879501963871782,1.9074223431984096
2018,外国人,来日外国人,留学,粗暴犯,計,190.0,328276.14015636325,5.787810223109724,4.466591953225151,1.2958000828642011
2018,外国人,来日外国人,留学,風俗犯,計,37.0,328276.14015636325,1.1270998855529464,0.49122156592999583,2.2944837192135203
2018,外国人,来日外国人,短期滞在,その他の刑法犯,計,111.0,425964.33917846833,2.6058519408943717,2.561291737443421,1.0173975509308553
2018,外国人,来日外国人,短期滞在,凶悪犯,計,14.0,425964.33917846833,0.32866601056325406,0.3566987961181756,0.9214104845320695
2018,外国人,来日外国人,短期滞在,知能犯,計,124.0,425964.33917846833,2.9110418078459643,1.0504765920821748,2.7711629462165535
2018,外国人,来日外国人,短期滞在,窃盗犯,計,352.0,425964.33917846833,8.263602551304672,8.879501963871782,0.9306380678699061
2018,外国人,来日外国人,短期滞在,粗暴犯,計,105.0,425964.33917846833,2.4649950792244057,4.466591953225151,0.5518738011079185
2018,外国人,来日外国人,短期滞在,風俗犯,計,15.0,425964.33917846833,0.352142154174915,0.49122156592999583,0.7168703057819309
2019,外国人,来日外国人,その他,その他の刑法犯,計,251.0,570734.757151948,4.397839747004854,2.3341797959114015,1.8841049668531116
2019,外国人,来日外国人,その他,凶悪犯,計,41.0,570734.757151948,0.7183722295904343,0.3596090624466641,1.9976477364137082
2019,外国人,来日外国人,その他,知能犯,計,97.0,570734.757151948,1.6995635675676128,0.9374611121329957,1.8129430069910988
2019,外国人,来日外国人,その他,窃盗犯,計,606.0,570734.757151948,10.617891978824469,8.18092399788428,1.2978841976249171
2019,外国人,来日外国人,その他,粗暴犯,計,401.0,570734.757151948,7.026030830872297,4.3858096141861385,1.6019917527076917
2019,外国人,来日外国人,その他,風俗犯,計,58.0,570734.757151948,1.0162338857620778,0.4711898885604339,2.1567395872327544
2019,外国人,来日外国人,定住者,その他の刑法犯,計,109.0,152552.55615993528,7.145078571199094,2.3341797959114015,3.061066068567025
2019,外国人,来日外国人,定住者,凶悪犯,計,28.0,152552.55615993528,1.8354330274639876,0.3596090624466641,5.103967666933345
2019,外国人,来日外国人,定住者,知能犯,計,48.0,152552.55615993528,3.146456618509693,0.9374611121329957,3.3563596161878038
2019,外国人,来日外国人,定住者,窃盗犯,計,375.0,152552.55615993528,24.58169233210698,8.18092399788428,3.0047574501931815
2019,外国人,来日外国人,定住者,粗暴犯,計,350.0,152552.55615993528,22.942912843299844,4.3858096141861385,5.231169353336668
2019,外国人,来日外国人,定住者,風俗犯,計,22.0,152552.55615993528,1.442125950150276,0.4711898885604339,3.0606046206895874
2019,外国人,来日外国人,技能実習,その他の刑法犯,計,80.0,377075.0,2.1215938473778424,2.3341797959114015,0.90892477567241
2019,外国人,来日外国人,技能実習,凶悪犯,計,26.0,377075.0,0.6895180003977988,0.3596090624466641,1.9174099665524018
2019,外国人,来日外国人,技能実習,知能犯,計,38.0,377075.0,1.0077570775044753,0.9374611121329957,1.0749854734897066
2019,外国人,来日外国人,技能実習,窃盗犯,計,502.0,377075.0,13.313001392295963,8.18092399788428,1.627322463298635
2019,外国人,来日外国人,技能実習,粗暴犯,計,61.0,377075.0,1.6177153086256049,4.3858096141861385,0.3688521506708858
2019,外国人,来日外国人,技能実習,風俗犯,計,7.0,377075.0,0.18563946164556122,0.4711898885604339,0.3939801471816844
2019,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,70.0,144142.70343325468,4.856298538372671,2.3341797959114015,2.08051605402423
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,16.0,144142.70343325468,1.1100110944851818,0.3596090624466641,3.0867161326052917
2019,外国人,来日外国人,日本人の配偶者等,知能犯,計,67.0,144142.70343325468,4.648171458156699,0.9374611121329957,4.9582552257349235
2019,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,229.0,144142.70343325468,15.887033789819165,8.18092399788428,1.941960809552541
2019,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,275.0,144142.70343325468,19.078315686464062,4.3858096141861385,4.350010001518127
2019,外国人,来日外国人,日本人の配偶者等,風俗犯,計,21.0,144142.70343325468,1.4568895615118012,0.4711898885604339,3.0919372356712684
2019,外国人,来日外国人,留学,その他の刑法犯,計,295.0,341458.67221616936,8.639405702756394,2.3341797959114015,3.7012597392408924
2019,外国人,来日外国人,留学,凶悪犯,計,28.0,341458.67221616936,0.8200113887362002,0.3596090624466641,2.2802856612041618
2019,外国人,来日外国人,留学,知能犯,計,107.0,341458.67221616936,3.1336149498133365,0.9374611121329957,3.3426612680321797
2019,外国人,来日外国人,留学,窃盗犯,計,468.0,341458.67221616936,13.705904640305059,8.18092399788428,1.6753492201919524
2019,外国人,来日外国人,留学,粗暴犯,計,169.0,341458.67221616936,4.949354453443494,4.3858096141861385,1.128492773018359
2019,外国人,来日外国人,留学,風俗犯,計,30.0,341458.67221616936,0.8785836307887859,0.4711898885604339,1.8646062916863726
